,Company Name,Ratings,Description,Comparison,Reviews,Salary,Interviews,Jobs,Benefits
531,KENT RO Systems,3.8,Consumer Electronics & Appliances | Noida +150 other locations,Highly Rated For Work Life Balance  Critically Rated For Promotions / Appraisal,1.8k Reviews,4.2k Salaries,97 Interviews,13 Jobs,106 Benefits
532,Torrent Power,3.7,Power | Ahmedabad +60 other locations,"Highly Rated For Job Security, Work Life Balance  Critically Rated For Promotions / Appraisal, Salary & Benefits",1.8k Reviews,7.6k Salaries,161 Interviews,66 Jobs,157 Benefits
533,ICICI Home Finance,3.7,Financial Services | Mumbai +216 other locations,Highly Rated For Salary & Benefits  Critically Rated For Work Satisfaction,1.8k Reviews,5.1k Salaries,96 Interviews,16 Jobs,87 Benefits
534,PI Industries,3.8,Agro Chemicals | Vadodara +104 other locations,Highly Rated For Salary & Benefits  Critically Rated For Promotions / Appraisal,1.8k Reviews,6.8k Salaries,131 Interviews,8 Jobs,162 Benefits
535,Aragen Life Sciences,3.9,Clinical Research | Hyderabad / Secunderabad +31 other locations,"Highly Rated For Job Security, Company Culture, Work Life Balance  Critically Rated For Promotions / Appraisal",1.8k Reviews,6.4k Salaries,122 Interviews,114 Jobs,298 Benefits
536,Jindal Saw,4.0,Iron & Steel | Mundra +77 other locations,"Highly Rated For Job Security, Work Life Balance, Work Satisfaction",1.8k Reviews,6.4k Salaries,137 Interviews,7 Jobs,182 Benefits
537,Honda Cars,4.3,Automobile | Bhiwadi +117 other locations,"Highly Rated For Work Life Balance, Company Culture, Job Security",1.8k Reviews,6.2k Salaries,110 Interviews,3 Jobs,185 Benefits
538,Medi Assist India,3.5,Insurance | Bangalore / Bengaluru +65 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1.8k Reviews,7.1k Salaries,135 Interviews,81 Jobs,139 Benefits
539,Fusion CX,3.3,BPO | Kolkata +55 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Salary & Benefits",1.8k Reviews,4.4k Salaries,135 Interviews,127 Jobs,98 Benefits
540,NeoSOFT,3.4,IT Services & Consulting | Mumbai +24 other locations,"Critically Rated For Job Security, Promotions / Appraisal, Company Culture",1.8k Reviews,10.6k Salaries,294 Interviews,61 Jobs,101 Benefits
541,AXA Business Services,3.9,IT Services & Consulting | Pune +11 other locations,"Highly Rated For Work Life Balance, Job Security, Company Culture  Critically Rated For Promotions / Appraisal, Salary & Benefits",1.8k Reviews,7.2k Salaries,102 Interviews,9 Jobs,171 Benefits
542,Polycab Wires,3.9,Electrical Equipment | Vadodara +167 other locations,"Highly Rated For Salary & Benefits, Work Life Balance",1.8k Reviews,6.8k Salaries,123 Interviews,16 Jobs,88 Benefits
543,CSB Bank,3.2,Banking | Mumbai +231 other locations,"Critically Rated For Promotions / Appraisal, Company Culture, Work Satisfaction",1.8k Reviews,6.8k Salaries,103 Interviews,18 Jobs,44 Benefits
544,Sterling & Wilson,4.0,Engineering & Construction | Mumbai +127 other locations,"Highly Rated For Work Life Balance, Job Security, Company Culture",1.8k Reviews,6.6k Salaries,81 Interviews,32 Jobs,200 Benefits
545,Stellar Migration,1.3,Dubai +7 other locations,"Critically Rated For Company Culture, Work Life Balance, Work Satisfaction",1.8k Reviews,-- Salaries,2 Interviews,-- Jobs,8 Benefits
546,AkzoNobel,4.1,Chemicals | Pune +159 other locations,"Highly Rated For Company Culture, Work Life Balance, Salary & Benefits  Critically Rated For Promotions / Appraisal",1.8k Reviews,4.2k Salaries,131 Interviews,41 Jobs,132 Benefits
547,Innovsource Services,3.9,Recruitment | Mumbai +245 other locations,Critically Rated For Promotions / Appraisal,1.8k Reviews,4.4k Salaries,73 Interviews,1 Jobs,126 Benefits
548,Capri Global Capital,3.6,NBFC | New Delhi +326 other locations,"Critically Rated For Work Satisfaction, Job Security, Promotions / Appraisal",1.8k Reviews,4.1k Salaries,73 Interviews,56 Jobs,38 Benefits
549,Dhani Loans and Services,3.9,NBFC | Gurgaon / Gurugram +188 other locations,"Highly Rated For Work Life Balance  Critically Rated For Promotions / Appraisal, Job Security",1.8k Reviews,4.4k Salaries,70 Interviews,21 Jobs,41 Benefits
550,SS&C TECHNOLOGIES,3.3,IT Services & Consulting | Mumbai +31 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1.8k Reviews,13.3k Salaries,195 Interviews,93 Jobs,197 Benefits
551,Infra.Market,4.0,Building Material | Mumbai +127 other locations,"Highly Rated For Work Life Balance, Salary & Benefits, Company Culture",1.8k Reviews,3.6k Salaries,237 Interviews,9 Jobs,35 Benefits
552,Cafe Coffee Day,3.7,Hospitality | Bangalore / Bengaluru +103 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Company Culture",1.8k Reviews,3.8k Salaries,79 Interviews,8 Jobs,179 Benefits
553,Future Retail,4.4,Retail | Mumbai +197 other locations,"Highly Rated For Company Culture, Skill Development / Learning, Work Life Balance",1.8k Reviews,4k Salaries,57 Interviews,-- Jobs,249 Benefits
554,TELUS Digital,3.6,IT Services & Consulting | Noida +25 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Work Satisfaction",1.8k Reviews,9.4k Salaries,131 Interviews,39 Jobs,35 Benefits
555,MetLife,4.1,Insurance | Noida +43 other locations,"Highly Rated For Work Life Balance, Job Security, Company Culture  Critically Rated For Promotions / Appraisal",1.7k Reviews,9.1k Salaries,100 Interviews,64 Jobs,235 Benefits
556,DIVI'S Laboratories,3.6,Pharma | Visakhapatnam +36 other locations,"Highly Rated For Salary & Benefits  Critically Rated For Promotions / Appraisal, Company Culture, Work Satisfaction",1.7k Reviews,6.7k Salaries,97 Interviews,-- Jobs,175 Benefits
557,Verizon,3.6,Telecom | Hyderabad / Secunderabad +10 other locations,"Highly Rated For Salary & Benefits  Critically Rated For Promotions / Appraisal, Job Security, Work Satisfaction",1.7k Reviews,11.2k Salaries,124 Interviews,-- Jobs,200 Benefits
558,Kalyan Jewellers,4.4,Jewellery | Thrissur +153 other locations,"Highly Rated For Salary & Benefits, Company Culture, Job Security",1.7k Reviews,1.5k Salaries,75 Interviews,12 Jobs,57 Benefits
559,Tata Communications Transformation Services,3.8,Telecom | Pune +95 other locations,"Highly Rated For Work Life Balance, Company Culture, Job Security  Critically Rated For Promotions / Appraisal, Salary & Benefits",1.7k Reviews,8.3k Salaries,99 Interviews,-- Jobs,170 Benefits
560,USHA International,4.1,Consumer Electronics & Appliances | Gurgaon / Gurugram +147 other locations,"Highly Rated For Work Life Balance, Job Security, Company Culture  Critically Rated For Promotions / Appraisal",1.7k Reviews,4.8k Salaries,109 Interviews,7 Jobs,162 Benefits
561,Haldiram Foods International Limited,3.8,FMCG | Nagpur +160 other locations,"Critically Rated For Promotions / Appraisal, Company Culture",1.7k Reviews,5.8k Salaries,149 Interviews,-- Jobs,99 Benefits
562,USV,4.0,Pharma | Mumbai +106 other locations,"Highly Rated For Company Culture, Work Life Balance, Job Security",1.7k Reviews,5.6k Salaries,86 Interviews,37 Jobs,171 Benefits
563,Reckitt Benckiser,4.0,FMCG | Gurgaon / Gurugram +135 other locations,"Highly Rated For Salary & Benefits, Work Life Balance  Critically Rated For Promotions / Appraisal",1.7k Reviews,6.2k Salaries,101 Interviews,30 Jobs,174 Benefits
564,BT Business,3.9,Telecom | Gurgaon / Gurugram +12 other locations,"Highly Rated For Work Life Balance, Company Culture, Job Security  Critically Rated For Promotions / Appraisal",1.7k Reviews,9k Salaries,90 Interviews,-- Jobs,260 Benefits
565,Hindustan Petroleum,4.2,Oil & Gas | Mumbai +251 other locations,"Highly Rated For Work Life Balance, Job Security, Skill Development / Learning",1.7k Reviews,5.8k Salaries,114 Interviews,-- Jobs,136 Benefits
566,Vedantu,3.3,EdTech | Bangalore / Bengaluru +71 other locations,"Critically Rated For Job Security, Promotions / Appraisal, Work Satisfaction",1.7k Reviews,8.7k Salaries,196 Interviews,20 Jobs,159 Benefits
567,NTT DATA Business Solutions,4.1,IT Services & Consulting | Bangalore / Bengaluru +32 other locations,"Highly Rated For Work Life Balance, Job Security, Company Culture  Critically Rated For Promotions / Appraisal",1.9k Reviews,12.1k Salaries,185 Interviews,35 Jobs,14 Benefits
568,Godrej Properties,3.6,Real Estate | Mumbai +34 other locations,"Highly Rated For Salary & Benefits  Critically Rated For Promotions / Appraisal, Work Satisfaction, Company Culture",1.7k Reviews,8.4k Salaries,120 Interviews,5 Jobs,106 Benefits
569,Security and Intelligence Services (India),4.0,Law Enforcement & Security | New Delhi +192 other locations,"Highly Rated For Work Life Balance, Job Security, Company Culture",1.7k Reviews,4.2k Salaries,77 Interviews,40 Jobs,133 Benefits
570,NEC,4.1,IT Services & Consulting | Noida +55 other locations,"Highly Rated For Work Life Balance, Company Culture, Skill Development / Learning",1.7k Reviews,5.5k Salaries,76 Interviews,16 Jobs,78 Benefits
571,Isgec Heavy Engineering,3.8,Engineering & Construction | Noida +89 other locations,"Highly Rated For Job Security  Critically Rated For Promotions / Appraisal, Company Culture, Work Satisfaction",1.7k Reviews,6.7k Salaries,138 Interviews,50 Jobs,133 Benefits
572,HDFC Securities,3.4,Financial Services | Mumbai +184 other locations,"Critically Rated For Work Satisfaction, Promotions / Appraisal, Company Culture",1.7k Reviews,5.7k Salaries,121 Interviews,42 Jobs,137 Benefits
573,Pine Labs,3.3,FinTech | Noida +119 other locations,"Critically Rated For Promotions / Appraisal, Work Satisfaction, Job Security",1.7k Reviews,7.2k Salaries,134 Interviews,31 Jobs,116 Benefits
574,Bata,3.5,Fashion & Textile | Gurgaon / Gurugram +144 other locations,"Critically Rated For Promotions / Appraisal, Company Culture, Work Satisfaction",1.7k Reviews,4.1k Salaries,81 Interviews,9 Jobs,118 Benefits
575,Indian Navy,4.6,Defence & Aerospace | Mumbai +75 other locations,"Highly Rated For Job Security, Skill Development / Learning, Company Culture",1.7k Reviews,3.4k Salaries,34 Interviews,-- Jobs,244 Benefits
576,Digit Insurance,3.8,Insurance | Bangalore / Bengaluru +84 other locations,"Highly Rated For Job Security, Skill Development / Learning  Critically Rated For Promotions / Appraisal",1.7k Reviews,5.6k Salaries,216 Interviews,87 Jobs,101 Benefits
577,Exela Technologies,3.3,BPO | Chennai +26 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",1.7k Reviews,7.7k Salaries,99 Interviews,7 Jobs,75 Benefits
578,Metro Cash & Carry,4.1,Retail | Bangalore / Bengaluru +88 other locations,"Highly Rated For Work Life Balance, Job Security, Skill Development / Learning  Critically Rated For Promotions / Appraisal",1.7k Reviews,4.8k Salaries,72 Interviews,-- Jobs,167 Benefits
579,First American Corporation,3.5,Insurance | Bangalore / Bengaluru +21 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1.7k Reviews,8.7k Salaries,86 Interviews,60 Jobs,156 Benefits
580,Air India,3.4,Aviation | New Delhi +64 other locations,"Critically Rated For Promotions / Appraisal, Company Culture, Work Satisfaction",1.7k Reviews,7.4k Salaries,193 Interviews,44 Jobs,152 Benefits
581,Mother Dairy Fruit & Vegetable,4.0,Food Processing | New Delhi +127 other locations,"Highly Rated For Job Security, Work Life Balance, Company Culture  Critically Rated For Promotions / Appraisal",1.7k Reviews,5k Salaries,97 Interviews,-- Jobs,151 Benefits
582,LivSpace,3.4,Architecture & Interior Design | Bangalore / Bengaluru +52 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Work Life Balance",1.7k Reviews,7.9k Salaries,163 Interviews,89 Jobs,92 Benefits
583,Cavinkare,4.0,FMCG | Chennai +170 other locations,"Highly Rated For Salary & Benefits, Company Culture, Work Life Balance",1.7k Reviews,4.8k Salaries,69 Interviews,11 Jobs,142 Benefits
584,American Broadcasting Company,4.0,Bangalore / Bengaluru +107 other locations,"Highly Rated For Work Life Balance, Skill Development / Learning, Salary & Benefits",1.7k Reviews,32.6k Salaries,583 Interviews,11 Jobs,9 Benefits
585,Sysnet Global Technologies,3.7,IT Services & Consulting | New Delhi +151 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits",1.7k Reviews,4.1k Salaries,140 Interviews,550 Jobs,83 Benefits
586,FactSet,3.7,Analytics & KPO | Hyderabad / Secunderabad +17 other locations,"Highly Rated For Work Life Balance, Company Culture, Job Security  Critically Rated For Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",1.6k Reviews,10.3k Salaries,228 Interviews,36 Jobs,185 Benefits
587,Adani Green Energy,3.9,Power | Ahmedabad +113 other locations,"Highly Rated For Salary & Benefits, Skill Development / Learning  Critically Rated For Promotions / Appraisal",1.6k Reviews,5.8k Salaries,150 Interviews,-- Jobs,79 Benefits
588,Provana,4.0,BPO | Noida +11 other locations,"Highly Rated For Company Culture, Work Life Balance, Work Satisfaction",1.6k Reviews,4k Salaries,170 Interviews,39 Jobs,249 Benefits
589,Yamaha Motor,4.1,Automobile | Chennai +152 other locations,"Highly Rated For Work Life Balance, Company Culture, Work Satisfaction  Critically Rated For Promotions / Appraisal",1.6k Reviews,5.2k Salaries,86 Interviews,13 Jobs,181 Benefits
590,Annapurna Finance,3.9,NBFC | Bhubaneswar +386 other locations,Highly Rated For Salary & Benefits  Critically Rated For Promotions / Appraisal,1.6k Reviews,3.7k Salaries,82 Interviews,2 Jobs,126 Benefits
591,Granules India Limited,3.8,Pharma | Hyderabad / Secunderabad +22 other locations,"Critically Rated For Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",1.6k Reviews,6.2k Salaries,84 Interviews,5 Jobs,159 Benefits
592,Orange Business,4.2,IT Services & Consulting | Gurgaon / Gurugram +51 other locations,"Highly Rated For Work Life Balance, Company Culture, Job Security  Critically Rated For Promotions / Appraisal",1.6k Reviews,8.9k Salaries,111 Interviews,13 Jobs,237 Benefits
593,Cushman & Wakefield,4.2,Real Estate | Gurgaon / Gurugram +44 other locations,"Highly Rated For Company Culture, Work Life Balance, Job Security",1.6k Reviews,6.3k Salaries,106 Interviews,145 Jobs,129 Benefits
594,Rane (Madras),3.9,Auto Components | Chennai +56 other locations,"Highly Rated For Skill Development / Learning, Job Security  Critically Rated For Promotions / Appraisal, Salary & Benefits",1.6k Reviews,4.9k Salaries,92 Interviews,25 Jobs,162 Benefits
595,Medanta the Medicity,4.0,Healthcare | Gurgaon / Gurugram +47 other locations,"Highly Rated For Job Security, Skill Development / Learning, Company Culture  Critically Rated For Promotions / Appraisal",1.6k Reviews,4.9k Salaries,125 Interviews,102 Jobs,147 Benefits
596,Frankfinn Institute of Air Hostess Training,3.9,Education & Training | Gurgaon / Gurugram +61 other locations,Highly Rated For Salary & Benefits,1.6k Reviews,3.2k Salaries,120 Interviews,82 Jobs,170 Benefits
597,HighRadius,2.6,Software Product | Hyderabad / Secunderabad +16 other locations,"Critically Rated For Job Security, Company Culture, Work Satisfaction",1.6k Reviews,8.5k Salaries,207 Interviews,32 Jobs,82 Benefits
598,Caterpillar Inc,4.1,Industrial Machinery | Chennai +44 other locations,"Highly Rated For Company Culture, Work Life Balance, Job Security  Critically Rated For Promotions / Appraisal",1.6k Reviews,10.3k Salaries,200 Interviews,94 Jobs,134 Benefits
599,DHL Express,4.1,Logistics | Mumbai +92 other locations,"Highly Rated For Job Security, Company Culture, Work Life Balance  Critically Rated For Promotions / Appraisal",1.6k Reviews,6.1k Salaries,76 Interviews,-- Jobs,170 Benefits
600,Caterpillar Inc,4.1,Industrial Machinery | Chennai +44 other locations,"Highly Rated For Company Culture, Work Life Balance, Job Security  Critically Rated For Promotions / Appraisal",1.6k Reviews,10.3k Salaries,200 Interviews,94 Jobs,134 Benefits
601,JSW Bhushan Power & Steel,4.0,Iron & Steel | Jharsuguda +64 other locations,"Highly Rated For Skill Development / Learning, Work Life Balance  Critically Rated For Promotions / Appraisal",1.6k Reviews,4.9k Salaries,73 Interviews,-- Jobs,176 Benefits
602,KONE,4.1,Software Product | Chennai +72 other locations,"Highly Rated For Work Life Balance, Company Culture, Job Security  Critically Rated For Promotions / Appraisal",1.6k Reviews,5.6k Salaries,132 Interviews,58 Jobs,191 Benefits
603,Hitachi Astemo,4.1,Auto Components | Neemrana +51 other locations,"Highly Rated For Company Culture, Work Life Balance, Job Security  Critically Rated For Promotions / Appraisal",1.6k Reviews,6.1k Salaries,131 Interviews,-- Jobs,119 Benefits
604,BA Continuum,4.0,IT Services & Consulting | Hyderabad / Secunderabad +18 other locations,"Highly Rated For Job Security, Work Life Balance, Company Culture  Critically Rated For Promotions / Appraisal",1.6k Reviews,10.2k Salaries,111 Interviews,-- Jobs,289 Benefits
605,MagicBricks,4.1,Internet | Noida +34 other locations,"Highly Rated For Work Life Balance, Salary & Benefits, Company Culture",1.6k Reviews,4.4k Salaries,349 Interviews,28 Jobs,72 Benefits
606,Tata Play,4.0,Broadcasting | Mumbai +222 other locations,"Highly Rated For Salary & Benefits, Company Culture, Work Life Balance  Critically Rated For Promotions / Appraisal",1.6k Reviews,4.5k Salaries,87 Interviews,-- Jobs,181 Benefits
607,Johnson & Johnson,4.0,Healthcare | Mumbai +169 other locations,"Highly Rated For Company Culture, Work Life Balance, Skill Development / Learning  Critically Rated For Promotions / Appraisal",1.6k Reviews,5.8k Salaries,113 Interviews,10 Jobs,186 Benefits
608,Matrimony.com,4.0,Internet | Chennai +64 other locations,"Highly Rated For Company Culture, Work Life Balance, Job Security",1.6k Reviews,4.4k Salaries,99 Interviews,35 Jobs,66 Benefits
609,L.G.Balakrishnan & Bros,3.5,Auto Components | Coimbatore +60 other locations,"Highly Rated For Job Security  Critically Rated For Promotions / Appraisal, Salary & Benefits, Company Culture",1.6k Reviews,5.7k Salaries,79 Interviews,1 Jobs,119 Benefits
610,Procter & Gamble,4.0,FMCG | Mumbai +250 other locations,"Highly Rated For Company Culture, Skill Development / Learning, Work Life Balance",1.6k Reviews,5.7k Salaries,132 Interviews,-- Jobs,166 Benefits
611,BVG India,4.2,Facility Management Services | Pune +127 other locations,"Highly Rated For Work Life Balance, Company Culture, Work Satisfaction",1.6k Reviews,3.8k Salaries,155 Interviews,76 Jobs,99 Benefits
612,Arvind Group,4.0,Fashion & Textile | Ahmedabad +92 other locations,"Highly Rated For Work Life Balance, Job Security, Company Culture  Critically Rated For Promotions / Appraisal",1.6k Reviews,5.2k Salaries,77 Interviews,1 Jobs,296 Benefits
613,Compass Group Support Services,4.0,Facility Management Services | Bangalore / Bengaluru +75 other locations,"Highly Rated For Work Life Balance, Company Culture, Job Security  Critically Rated For Promotions / Appraisal",1.6k Reviews,5.3k Salaries,80 Interviews,33 Jobs,141 Benefits
614,Wipro Enterprises Ltd,3.8,FMCG | Bangalore / Bengaluru +121 other locations,"Highly Rated For Job Security  Critically Rated For Promotions / Appraisal, Salary & Benefits",1.6k Reviews,7.9k Salaries,198 Interviews,98 Jobs,433 Benefits
615,CG Power and Industrial Solutions,3.8,Electrical Equipment | Bhopal +90 other locations,Critically Rated For Promotions / Appraisal,1.6k Reviews,6.4k Salaries,101 Interviews,14 Jobs,213 Benefits
616,Vardhman Fabrics,4.0,Fashion & Textile | Baddi +61 other locations,"Highly Rated For Job Security, Company Culture, Work Life Balance  Critically Rated For Promotions / Appraisal, Salary & Benefits",1.6k Reviews,5.3k Salaries,76 Interviews,4 Jobs,147 Benefits
617,Hero Motors Company,3.9,Automobile | Ghaziabad +228 other locations,"Highly Rated For Work Life Balance, Company Culture, Job Security  Critically Rated For Promotions / Appraisal",1.6k Reviews,5.9k Salaries,94 Interviews,1 Jobs,120 Benefits
618,Rungta Mines,4.0,Metals & Mining | Chaibasa +56 other locations,"Highly Rated For Work Life Balance, Job Security, Salary & Benefits",1.6k Reviews,5.2k Salaries,163 Interviews,-- Jobs,58 Benefits
619,Chegg,4.1,EdTech | New Delhi +77 other locations,"Highly Rated For Work Life Balance, Company Culture, Work Satisfaction  Critically Rated For Job Security, Promotions / Appraisal",1.6k Reviews,4k Salaries,167 Interviews,2 Jobs,87 Benefits
620,HERE Technologies,3.8,IT Services & Consulting | Mumbai +19 other locations,"Highly Rated For Work Life Balance, Company Culture, Job Security  Critically Rated For Promotions / Appraisal, Salary & Benefits",1.6k Reviews,7.7k Salaries,111 Interviews,10 Jobs,285 Benefits
621,Suryoday Small Finance Bank,4.0,Banking | Mumbai +224 other locations,"Highly Rated For Skill Development / Learning, Salary & Benefits, Company Culture",1.6k Reviews,4.3k Salaries,93 Interviews,9 Jobs,86 Benefits
622,CMA CGM,3.9,Ports & Shipping | Chennai +36 other locations,"Highly Rated For Job Security, Company Culture, Work Life Balance  Critically Rated For Promotions / Appraisal",1.6k Reviews,8k Salaries,100 Interviews,14 Jobs,211 Benefits
623,IIFL SAMASTA,3.7,NBFC | Bangalore / Bengaluru +397 other locations,"Critically Rated For Company Culture, Work Satisfaction, Promotions / Appraisal",1.6k Reviews,3.1k Salaries,80 Interviews,2 Jobs,19 Benefits
624,Belrise Industries,3.7,Auto Components | Pune +58 other locations,Critically Rated For Promotions / Appraisal,1.6k Reviews,6k Salaries,104 Interviews,12 Jobs,97 Benefits
625,Patanjali Foods,3.8,FMCG | Haridwar +226 other locations,"Critically Rated For Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",1.6k Reviews,4.3k Salaries,93 Interviews,1 Jobs,108 Benefits
626,Honda,4.1,Automobile | Gurgaon / Gurugram +226 other locations,"Highly Rated For Job Security, Company Culture, Work Life Balance",1.6k Reviews,4k Salaries,111 Interviews,3 Jobs,204 Benefits
627,Emami,3.8,FMCG | Kolkata +173 other locations,"Highly Rated For Work Life Balance, Job Security  Critically Rated For Promotions / Appraisal",1.6k Reviews,5.2k Salaries,102 Interviews,3 Jobs,131 Benefits
628,Clover Infotech,3.4,IT Services & Consulting | Mumbai +22 other locations,"Critically Rated For Promotions / Appraisal, Company Culture, Work Satisfaction",1.6k Reviews,11.5k Salaries,133 Interviews,88 Jobs,95 Benefits
629,Orchids International School,3.8,Education & Training | Bangalore / Bengaluru +34 other locations,Highly Rated For Skill Development / Learning  Critically Rated For Promotions / Appraisal,1.6k Reviews,3.7k Salaries,307 Interviews,22 Jobs,53 Benefits
630,Krishna Maruti,3.8,Auto Components | Gurgaon / Gurugram +50 other locations,"Highly Rated For Job Security, Work Life Balance  Critically Rated For Promotions / Appraisal",1.6k Reviews,5k Salaries,124 Interviews,-- Jobs,119 Benefits
631,Wockhardt,3.7,Pharma | Aurangabad +82 other locations,"Highly Rated For Work Life Balance  Critically Rated For Promotions / Appraisal, Salary & Benefits",1.6k Reviews,4k Salaries,63 Interviews,5 Jobs,178 Benefits
632,Tata Teleservices,3.8,Telecom | Mumbai +135 other locations,Highly Rated For Work Life Balance  Critically Rated For Promotions / Appraisal,1.6k Reviews,3.2k Salaries,34 Interviews,34 Jobs,259 Benefits
633,Marico,3.8,FMCG | Mumbai +180 other locations,"Highly Rated For Skill Development / Learning, Salary & Benefits  Critically Rated For Promotions / Appraisal",1.6k Reviews,5.5k Salaries,100 Interviews,16 Jobs,162 Benefits
634,ReNew,4.3,Power | Gurgaon / Gurugram +105 other locations,"Highly Rated For Job Security, Company Culture, Work Life Balance",1.6k Reviews,6k Salaries,125 Interviews,38 Jobs,96 Benefits
635,Welspun Living Limited,3.9,Fashion & Textile | Anjar +84 other locations,Highly Rated For Skill Development / Learning  Critically Rated For Promotions / Appraisal,1.6k Reviews,5k Salaries,85 Interviews,-- Jobs,150 Benefits
636,Coronis Ajuba Solutions,3.9,BPO | Chennai +31 other locations,"Highly Rated For Company Culture, Work Life Balance, Job Security  Critically Rated For Promotions / Appraisal",1.6k Reviews,5.6k Salaries,93 Interviews,9 Jobs,140 Benefits
637,Satin Creditcare Network,3.9,NBFC | Gurgaon / Gurugram +320 other locations,"Highly Rated For Salary & Benefits, Company Culture, Work Life Balance",1.5k Reviews,3k Salaries,63 Interviews,2 Jobs,129 Benefits
638,Godrej Industries Group,3.9,Real Estate | Mumbai +148 other locations,"Highly Rated For Job Security, Company Culture, Work Life Balance  Critically Rated For Promotions / Appraisal",1.5k Reviews,3k Salaries,144 Interviews,3 Jobs,155 Benefits
639,Veritas Finance,4.4,NBFC | Chennai +297 other locations,"Highly Rated For Company Culture, Work Life Balance, Salary & Benefits",1.5k Reviews,2.1k Salaries,85 Interviews,-- Jobs,36 Benefits
640,Tata 1mg,3.6,Internet | Gurgaon / Gurugram +64 other locations,"Critically Rated For Promotions / Appraisal, Work Satisfaction, Company Culture",1.5k Reviews,6.7k Salaries,211 Interviews,72 Jobs,99 Benefits
641,Toyota Kirloskar Motor,4.3,Automobile | Bangalore / Bengaluru +89 other locations,"Highly Rated For Company Culture, Skill Development / Learning, Job Security",1.5k Reviews,4.4k Salaries,75 Interviews,-- Jobs,164 Benefits
642,iOPEX Technologies,3.2,IT Services & Consulting | Chennai +16 other locations,"Critically Rated For Promotions / Appraisal, Company Culture, Work Satisfaction",1.5k Reviews,5.7k Salaries,85 Interviews,40 Jobs,530 Benefits
643,KFC,4.0,Hospitality | New Delhi +172 other locations,"Highly Rated For Skill Development / Learning, Company Culture, Job Security",1.5k Reviews,3k Salaries,81 Interviews,-- Jobs,153 Benefits
644,Supreme Industries,4.0,Petrochemicals | Gwalior +121 other locations,"Highly Rated For Job Security, Work Life Balance, Company Culture  Critically Rated For Promotions / Appraisal",1.5k Reviews,5.5k Salaries,89 Interviews,2 Jobs,113 Benefits
645,ZF Commercial Vehicle Control Systems,3.9,Auto Components | Chennai +48 other locations,Critically Rated For Promotions / Appraisal,1.5k Reviews,3.7k Salaries,75 Interviews,-- Jobs,6 Benefits
646,Mercer,3.6,Management Consulting | New Delhi +17 other locations,"Critically Rated For Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",1.5k Reviews,9.8k Salaries,96 Interviews,66 Jobs,205 Benefits
647,Goldman Sachs,3.4,Financial Services | Bangalore / Bengaluru +23 other locations,"Critically Rated For Work Life Balance, Job Security, Promotions / Appraisal",1.5k Reviews,19.2k Salaries,406 Interviews,221 Jobs,100 Benefits
648,Relaxo Footwear,4.0,Fashion & Textile | New Delhi +156 other locations,"Highly Rated For Job Security, Work Life Balance, Salary & Benefits  Critically Rated For Promotions / Appraisal",1.5k Reviews,4.6k Salaries,105 Interviews,41 Jobs,142 Benefits
649,Dixon Technologies,3.9,Electronics Manufacturing | Noida +46 other locations,"Highly Rated For Job Security, Skill Development / Learning",1.5k Reviews,5.6k Salaries,136 Interviews,1 Jobs,116 Benefits
650,HCL Infosystems,4.0,IT Services & Consulting | Noida +104 other locations,"Highly Rated For Work Life Balance, Job Security, Company Culture",1.5k Reviews,7.2k Salaries,145 Interviews,5 Jobs,229 Benefits
651,Marriott International,4.1,Hospitality | Bangalore / Bengaluru +90 other locations,"Highly Rated For Job Security, Skill Development / Learning, Company Culture",1.5k Reviews,4.6k Salaries,99 Interviews,978 Jobs,184 Benefits
652,Cemindia Projects,4.2,Engineering & Construction | Mumbai +88 other locations,"Highly Rated For Job Security, Company Culture, Salary & Benefits",1.5k Reviews,2.1k Salaries,89 Interviews,-- Jobs,137 Benefits
653,Bajaj Capital,3.6,Financial Services | New Delhi +172 other locations,"Critically Rated For Promotions / Appraisal, Work Satisfaction, Job Security",1.5k Reviews,3.7k Salaries,156 Interviews,94 Jobs,101 Benefits
654,Amul India,4.0,Food Processing | Ahmedabad +205 other locations,"Highly Rated For Job Security, Work Life Balance, Company Culture  Critically Rated For Promotions / Appraisal",1.5k Reviews,4k Salaries,153 Interviews,1 Jobs,3 Benefits
655,IFB,3.6,Consumer Electronics & Appliances | Bangalore / Bengaluru +174 other locations,"Critically Rated For Promotions / Appraisal, Company Culture, Work Satisfaction",1.5k Reviews,5.3k Salaries,117 Interviews,-- Jobs,57 Benefits
