,Company Name,Ratings,Description,Comparison,Reviews,Salary,Interviews,Jobs,Benefits
656,Asahi India Glass,3.8,Auto Components | Chennai +86 other locations,"Highly Rated For Job Security, Skill Development / Learning  Critically Rated For Promotions / Appraisal, Salary & Benefits",1.5k Reviews,5.1k Salaries,106 Interviews,77 Jobs,129 Benefits
657,Broadridge Financial Solutions,3.8,FinTech | Hyderabad / Secunderabad +14 other locations,"Highly Rated For Job Security, Work Life Balance  Critically Rated For Promotions / Appraisal, Salary & Benefits",1.5k Reviews,10.7k Salaries,155 Interviews,41 Jobs,140 Benefits
658,Shriram Life Insurance,3.6,Insurance | Hyderabad / Secunderabad +318 other locations,"Critically Rated For Promotions / Appraisal, Work Satisfaction, Job Security",1.5k Reviews,4.6k Salaries,107 Interviews,64 Jobs,81 Benefits
659,NielsenIQ,3.5,Analytics & KPO | Chennai +52 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1.5k Reviews,9.2k Salaries,218 Interviews,5 Jobs,56 Benefits
660,Suguna Foods,4.0,Food Processing | Coimbatore +200 other locations,"Highly Rated For Company Culture, Work Life Balance, Skill Development / Learning  Critically Rated For Promotions / Appraisal",1.5k Reviews,4.1k Salaries,90 Interviews,14 Jobs,135 Benefits
661,Teva Pharmaceuticals,3.9,Pharma | Bangalore / Bengaluru +52 other locations,Highly Rated For Work Life Balance  Critically Rated For Promotions / Appraisal,1.5k Reviews,5.5k Salaries,114 Interviews,6 Jobs,178 Benefits
662,IndiaFirst Life Insurance,3.8,Insurance | Mumbai +241 other locations,Highly Rated For Salary & Benefits,1.5k Reviews,3.9k Salaries,78 Interviews,55 Jobs,102 Benefits
663,Dainik Bhaskar Group,4.2,Printing & Publishing | Bhopal +136 other locations,"Highly Rated For Company Culture, Skill Development / Learning, Work Life Balance",1.5k Reviews,4.4k Salaries,72 Interviews,28 Jobs,148 Benefits
664,Oracle Cerner,3.4,Software Product | Bangalore / Bengaluru +7 other locations,"Highly Rated For Work Life Balance  Critically Rated For Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",1.5k Reviews,10.3k Salaries,168 Interviews,-- Jobs,254 Benefits
665,Nayara Energy,4.2,Oil & Gas | Jamnagar +97 other locations,"Highly Rated For Work Life Balance, Salary & Benefits, Job Security  Critically Rated For Promotions / Appraisal",1.5k Reviews,5.9k Salaries,94 Interviews,5 Jobs,168 Benefits
666,Gujarat Fluorochemicals,3.9,Chemicals | Bharuch +32 other locations,"Highly Rated For Job Security, Work Life Balance  Critically Rated For Promotions / Appraisal",1.5k Reviews,6.5k Salaries,103 Interviews,10 Jobs,129 Benefits
667,Tesco,3.6,Retail | Bangalore / Bengaluru +17 other locations,"Highly Rated For Job Security, Work Life Balance  Critically Rated For Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1.5k Reviews,8.7k Salaries,147 Interviews,3 Jobs,189 Benefits
668,Urban Company,3.4,Internet | Gurgaon / Gurugram +59 other locations,"Critically Rated For Job Security, Promotions / Appraisal, Work Life Balance",1.5k Reviews,6.3k Salaries,159 Interviews,55 Jobs,96 Benefits
669,XL Dynamics,3.5,IT Services & Consulting | Mumbai +32 other locations,"Highly Rated For Salary & Benefits  Critically Rated For Job Security, Company Culture, Work Life Balance",1.5k Reviews,3.6k Salaries,94 Interviews,14 Jobs,193 Benefits
670,Bisleri,4.2,Beverage | Mumbai +175 other locations,"Highly Rated For Work Life Balance, Job Security, Salary & Benefits  Critically Rated For Promotions / Appraisal",1.5k Reviews,4.3k Salaries,110 Interviews,11 Jobs,141 Benefits
671,Lumax Industries,3.9,Auto Components | Gurgaon / Gurugram +41 other locations,"Highly Rated For Job Security, Skill Development / Learning  Critically Rated For Promotions / Appraisal",1.5k Reviews,5.6k Salaries,92 Interviews,14 Jobs,125 Benefits
672,Kotak Mahindra Prime,3.9,NBFC | Mumbai +169 other locations,"Highly Rated For Company Culture, Work Life Balance, Job Security  Critically Rated For Promotions / Appraisal",1.5k Reviews,5k Salaries,67 Interviews,-- Jobs,62 Benefits
673,Hinduja Leyland Finance,4.0,NBFC | Chennai +296 other locations,"Highly Rated For Work Life Balance, Company Culture  Critically Rated For Promotions / Appraisal",1.5k Reviews,2.9k Salaries,53 Interviews,2 Jobs,69 Benefits
674,Evalueserve,3.1,Analytics & KPO | Gurgaon / Gurugram +15 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1.5k Reviews,10.3k Salaries,139 Interviews,75 Jobs,136 Benefits
675,Max Fashion,4.1,Retail | Bangalore / Bengaluru +153 other locations,"Highly Rated For Job Security, Skill Development / Learning, Company Culture",1.5k Reviews,3.4k Salaries,73 Interviews,2 Jobs,174 Benefits
676,Taurus BPO Services,4.2,BPO | Pune +23 other locations,"Highly Rated For Company Culture, Work Life Balance, Work Satisfaction",1.5k Reviews,912 Salaries,34 Interviews,-- Jobs,516 Benefits
677,Tanishq,4.2,Jewellery | Kolkata +233 other locations,"Highly Rated For Skill Development / Learning, Company Culture, Work Satisfaction",1.5k Reviews,3k Salaries,102 Interviews,-- Jobs,67 Benefits
678,Steel Strips Wheels,3.7,Auto Components | Chennai +51 other locations,"Critically Rated For Company Culture, Work Satisfaction, Promotions / Appraisal",1.5k Reviews,5.3k Salaries,85 Interviews,9 Jobs,117 Benefits
679,GMR Group,4.0,Engineering & Construction | New Delhi +71 other locations,"Highly Rated For Job Security, Work Life Balance, Company Culture  Critically Rated For Promotions / Appraisal",1.5k Reviews,4.5k Salaries,100 Interviews,60 Jobs,185 Benefits
680,Ashoka Buildcon,4.1,Engineering & Construction | Nashik +152 other locations,"Highly Rated For Company Culture, Work Life Balance, Work Satisfaction  Critically Rated For Promotions / Appraisal",1.5k Reviews,4k Salaries,80 Interviews,12 Jobs,125 Benefits
681,Honeywell Technology Solutions,3.7,Industrial Automation | Bangalore / Bengaluru +18 other locations,"Highly Rated For Job Security  Critically Rated For Promotions / Appraisal, Work Satisfaction, Salary & Benefits",1.5k Reviews,11.3k Salaries,162 Interviews,-- Jobs,203 Benefits
682,Sanofi,4.0,Pharma | Hyderabad / Secunderabad +88 other locations,"Highly Rated For Work Life Balance, Company Culture, Skill Development / Learning  Critically Rated For Promotions / Appraisal",1.5k Reviews,5.4k Salaries,90 Interviews,40 Jobs,149 Benefits
683,QualityKiosk Technologies,3.3,IT Services & Consulting | Mumbai +20 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1.4k Reviews,10.9k Salaries,162 Interviews,268 Jobs,98 Benefits
684,Page Industries,4.2,Fashion & Textile | Bangalore / Bengaluru +163 other locations,"Highly Rated For Job Security, Work Life Balance, Company Culture  Critically Rated For Promotions / Appraisal",1.4k Reviews,4.7k Salaries,70 Interviews,3 Jobs,103 Benefits
685,Karur Vysya Bank,3.5,Banking | Chennai +188 other locations,"Critically Rated For Promotions / Appraisal, Work Satisfaction, Company Culture",1.4k Reviews,4.6k Salaries,102 Interviews,14 Jobs,59 Benefits
686,Oberoi Group of Hotels,4.1,Hospitality | New Delhi +38 other locations,"Highly Rated For Job Security, Skill Development / Learning, Company Culture",1.4k Reviews,3.8k Salaries,96 Interviews,-- Jobs,226 Benefits
687,GE VERNOVA,4.1,Power | Bangalore / Bengaluru +82 other locations,"Highly Rated For Company Culture, Work Life Balance, Work Satisfaction  Critically Rated For Promotions / Appraisal",1.4k Reviews,5.2k Salaries,106 Interviews,266 Jobs,4 Benefits
688,Canara Bank,3.5,Banking | Bangalore / Bengaluru +213 other locations,"Highly Rated For Job Security  Critically Rated For Company Culture, Work Life Balance, Work Satisfaction",1.4k Reviews,3.9k Salaries,48 Interviews,-- Jobs,96 Benefits
689,Gland Pharma,3.9,Pharma | Hyderabad / Secunderabad +35 other locations,"Highly Rated For Work Life Balance, Job Security",1.4k Reviews,6k Salaries,86 Interviews,-- Jobs,120 Benefits
690,Piramal Pharma,4.0,Pharma | Mumbai +83 other locations,"Highly Rated For Job Security, Company Culture, Work Life Balance  Critically Rated For Promotions / Appraisal",1.4k Reviews,6.2k Salaries,117 Interviews,35 Jobs,101 Benefits
691,Schindler,3.9,Industrial Machinery | Pune +70 other locations,"Highly Rated For Skill Development / Learning, Company Culture, Salary & Benefits  Critically Rated For Promotions / Appraisal",1.4k Reviews,5.2k Salaries,98 Interviews,38 Jobs,115 Benefits
692,SAI Life Sciences,3.9,Clinical Research | Hyderabad / Secunderabad +25 other locations,"Highly Rated For Salary & Benefits, Company Culture, Skill Development / Learning  Critically Rated For Promotions / Appraisal",1.4k Reviews,5.9k Salaries,101 Interviews,37 Jobs,130 Benefits
693,ISS Facility Services,4.0,Facility Management Services | Mumbai +66 other locations,"Highly Rated For Company Culture, Work Life Balance, Job Security  Critically Rated For Promotions / Appraisal",1.4k Reviews,4.1k Salaries,67 Interviews,15 Jobs,132 Benefits
694,Daimler India Commercial Vehicles,3.9,Automobile | Chennai +48 other locations,"Highly Rated For Work Life Balance, Job Security, Company Culture  Critically Rated For Promotions / Appraisal",1.4k Reviews,6.6k Salaries,69 Interviews,7 Jobs,174 Benefits
695,Wheelseye Technology,3.5,Internet | Gurgaon / Gurugram +223 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Company Culture",1.4k Reviews,3.8k Salaries,112 Interviews,22 Jobs,99 Benefits
696,Tata Group,4.2,IT Services & Consulting | Mumbai +169 other locations,"Highly Rated For Job Security, Company Culture, Work Life Balance",1.4k Reviews,5.4k Salaries,379 Interviews,1 Jobs,140 Benefits
697,Tata Consumer Products,3.5,FMCG | Bangalore / Bengaluru +220 other locations,"Critically Rated For Promotions / Appraisal, Company Culture, Work Satisfaction",1.4k Reviews,5.6k Salaries,98 Interviews,6 Jobs,77 Benefits
698,Aon,3.8,Management Consulting | Gurgaon / Gurugram +24 other locations,"Highly Rated For Job Security, Company Culture, Work Life Balance  Critically Rated For Promotions / Appraisal, Salary & Benefits",1.4k Reviews,5.9k Salaries,83 Interviews,40 Jobs,203 Benefits
699,NIIT,3.5,Education & Training | Gurgaon / Gurugram +103 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Work Satisfaction",1.4k Reviews,5.9k Salaries,107 Interviews,32 Jobs,160 Benefits
700,Devyani International,3.8,Hospitality | New Delhi +131 other locations,Highly Rated For Skill Development / Learning  Critically Rated For Promotions / Appraisal,1.4k Reviews,3.3k Salaries,68 Interviews,12 Jobs,114 Benefits
701,Acmegrade,3.9,EdTech | Bangalore / Bengaluru +20 other locations,"Highly Rated For Company Culture, Work Satisfaction, Job Security",1.4k Reviews,255 Salaries,65 Interviews,1 Jobs,1 Benefits
702,Tata AutoComp Systems,3.8,Auto Components | Pune +43 other locations,"Highly Rated For Job Security  Critically Rated For Promotions / Appraisal, Salary & Benefits",1.4k Reviews,6.5k Salaries,111 Interviews,28 Jobs,94 Benefits
703,Indoco Remedies,3.4,Pharma | Mumbai +85 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Company Culture",1.4k Reviews,5.6k Salaries,85 Interviews,4 Jobs,107 Benefits
704,SHYAM METALICS AND ENERGY,3.4,Metals & Mining | Sambalpur +75 other locations,"Critically Rated For Promotions / Appraisal, Company Culture, Work Satisfaction",1.4k Reviews,4.5k Salaries,145 Interviews,6 Jobs,43 Benefits
705,Valeo,3.9,Auto Components | Chennai +23 other locations,"Highly Rated For Work Life Balance, Company Culture, Job Security  Critically Rated For Promotions / Appraisal",1.4k Reviews,7.9k Salaries,103 Interviews,105 Jobs,127 Benefits
706,Hyatt Regency,4.1,Hospitality | New Delhi +49 other locations,"Highly Rated For Job Security, Skill Development / Learning, Company Culture",1.4k Reviews,3k Salaries,55 Interviews,12 Jobs,194 Benefits
707,Agilus Diagnostics,4.1,Healthcare | Mumbai +135 other locations,"Highly Rated For Work Life Balance, Company Culture, Work Satisfaction  Critically Rated For Promotions / Appraisal",1.4k Reviews,3.3k Salaries,82 Interviews,12 Jobs,131 Benefits
708,AB InBev India,3.3,Beverage | Bangalore / Bengaluru +77 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Work Satisfaction",1.4k Reviews,7.7k Salaries,109 Interviews,74 Jobs,144 Benefits
709,Bharat Forge,3.8,Auto Components | Pune +29 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Company Culture",1.4k Reviews,6.3k Salaries,74 Interviews,4 Jobs,117 Benefits
710,Sonata Software,3.4,IT Services & Consulting | Bangalore / Bengaluru +16 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Job Security",1.4k Reviews,11.1k Salaries,134 Interviews,151 Jobs,80 Benefits
711,Narayana Educational Society,3.6,Education & Training | Hyderabad / Secunderabad +144 other locations,"Critically Rated For Promotions / Appraisal, Company Culture, Work Life Balance",1.4k Reviews,4.1k Salaries,66 Interviews,5 Jobs,118 Benefits
712,Apco Infratech,3.8,Engineering & Construction | Lucknow +92 other locations,"Critically Rated For Job Security, Company Culture, Promotions / Appraisal",1.4k Reviews,4.2k Salaries,134 Interviews,50 Jobs,108 Benefits
713,IDC Technologies,3.1,IT Services & Consulting | Noida +66 other locations,"Critically Rated For Job Security, Promotions / Appraisal, Company Culture",1.4k Reviews,6.9k Salaries,76 Interviews,7 Jobs,48 Benefits
714,Heritage Foods,4.1,Food Processing | Hyderabad / Secunderabad +124 other locations,"Highly Rated For Company Culture, Work Life Balance, Job Security",1.4k Reviews,3.7k Salaries,98 Interviews,25 Jobs,142 Benefits
715,V5 Global Services,3.9,Recruitment | New Delhi +213 other locations,"Highly Rated For Company Culture, Work Life Balance  Critically Rated For Promotions / Appraisal",1.4k Reviews,3.5k Salaries,87 Interviews,1 Jobs,72 Benefits
716,Chetu,3.4,Software Product | Noida +13 other locations,"Critically Rated For Job Security, Company Culture, Work Life Balance",1.4k Reviews,7.3k Salaries,221 Interviews,5 Jobs,102 Benefits
717,Sony,4.1,Consumer Electronics & Appliances | New Delhi +144 other locations,"Highly Rated For Company Culture, Work Life Balance, Work Satisfaction  Critically Rated For Promotions / Appraisal",1.4k Reviews,4.5k Salaries,81 Interviews,2 Jobs,191 Benefits
718,Amneal Pharmaceuticals,4.2,Pharma | Ahmedabad +43 other locations,"Highly Rated For Work Life Balance, Job Security, Company Culture",1.4k Reviews,6k Salaries,82 Interviews,50 Jobs,136 Benefits
719,Health Care Global Enterprises,4.1,Healthcare | Bangalore / Bengaluru +51 other locations,"Highly Rated For Company Culture, Job Security, Skill Development / Learning",1.4k Reviews,2.7k Salaries,116 Interviews,68 Jobs,26 Benefits
720,J. Kumar Infraprojects,4.1,Engineering & Construction | Mumbai +40 other locations,"Highly Rated For Work Life Balance, Job Security, Work Satisfaction",1.4k Reviews,4.4k Salaries,89 Interviews,4 Jobs,116 Benefits
721,Acuity Knowledge Partners,3.2,Analytics & KPO | Bangalore / Bengaluru +16 other locations,"Critically Rated For Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",1.4k Reviews,11.4k Salaries,169 Interviews,107 Jobs,78 Benefits
722,The Muthoot Group,3.6,Financial Services | New Delhi +307 other locations,"Critically Rated For Promotions / Appraisal, Company Culture, Work Satisfaction",1.4k Reviews,3.8k Salaries,83 Interviews,-- Jobs,227 Benefits
723,CIE Automotive India Limited (Formerly known as Mahindra CIE Automotive Limited),3.6,Auto Components | Pune +47 other locations,"Critically Rated For Promotions / Appraisal, Company Culture, Work Satisfaction",1.4k Reviews,4.8k Salaries,88 Interviews,1 Jobs,1 Benefits
724,Xiaomi,3.8,Consumer Electronics & Appliances | Bangalore / Bengaluru +211 other locations,"Critically Rated For Promotions / Appraisal, Job Security",1.4k Reviews,5.5k Salaries,110 Interviews,19 Jobs,128 Benefits
725,Airtel Payments Bank,3.9,Banking | Gurgaon / Gurugram +322 other locations,Highly Rated For Work Life Balance  Critically Rated For Promotions / Appraisal,1.4k Reviews,4.8k Salaries,99 Interviews,18 Jobs,108 Benefits
726,Tietoevry,4.2,IT Services & Consulting | Pune +14 other locations,"Highly Rated For Work Life Balance, Company Culture, Work Satisfaction",1.4k Reviews,9.4k Salaries,102 Interviews,68 Jobs,114 Benefits
